"Date","GSCPI","positiveGscpi"
2022-11-01,1.27454081661838,181.651288020329
2022-12-01,1.34317084732843,184.903962966146
2023-01-01,1.08827862694316,172.823514647048
2023-02-01,-0.201857721080891,111.678355123006
2023-03-01,-1.13432922018944,67.4844847216806
2023-04-01,-1.28397744149099,60.3920061801786
2023-05-01,-1.55822258059324,47.394339069425
2023-06-01,-1.09250156962706,69.4668785749117
2023-07-01,-0.916517572598443,77.8075238008784
2023-08-01,-1.0522949612633,71.3724442045352
2023-09-01,-0.641632762213384,90.8355077093025
2023-10-01,-0.351162368232141,104.602160051279
2023-11-01,0.172877192982725,129.438668701289
2023-12-01,-0.157313070274306,113.789519407063
2024-01-01,-0.34004040443471,105.129278174612
2024-02-01,-0.182094391212853,112.615025079913
2024-03-01,-0.341403073895983,105.064695356125
2024-04-01,-0.939697650923763,76.7089193090724
2024-05-01,-0.567041799919448,94.370697067776
2024-06-01,-0.340067241486068,105.128006250301
2024-07-01,-0.047358569765269,119.000740286397
2024-08-01,0.204053938207854,130.91626993557
2024-09-01,0.103547699773004,126.152843192596
2024-10-01,-0.3378150944544,105.234745270354
2024-11-01,-0.272522848249277,108.329228125604
2024-12-01,-0.255063812817321,109.156687570691
2025-01-01,-0.173242486610847,113.034555248031
2025-02-01,0.00615844654507418,121.537143903394
2025-03-01,-0.171220222482837,113.130399119801
2025-04-01,-0.288207967101382,107.585842284383
